8.492468063422843443e+02	9.569766380014198148e+02	4.984526543524116278e+02	6.312460759133100510e+02	7.146031830208376050e+02	7.627556082984938257e+02	8.652797946439375210e+02	7.983478234471278938e+02	1.009263062203302979e+03	7.874187513797375004e+02	6.231304722568020225e+02	6.435371342354474109e+02	8.642289310299337330e+02	7.170244516724234245e+02	8.806771376478482125e+02	6.895802089772981844e+02	8.399071879036715700e+02	7.592042095332972167e+02	8.658509133447108752e+02	9.229288834050297510e+02	7.828469727656078021e+02	7.856363725522389814e+02	8.110341920625481862e+02	8.772295876292822641e+02	2.478901866232411635e+02	5.009502313301544518e+02	9.565709480776099554e+02	8.031875427068242743e+02	6.572019112772785547e+02	9.011848008161523467e+02	7.494095458361771307e+02	9.285256341462954879e+02	7.939144672116324273e+02	7.783076445174198170e+02	8.680597160030785062e+02	7.986249748188694184e+02	8.482608285984024405e+02	9.435364481964602419e+02	9.125780003387480974e+02	6.005126310011557962e+02	4.917176523797720620e+02	9.433896964997372834e+02	5.610763517624266115e+02	8.374816886368859059e+02	5.478258200839763958e+02	7.981513989879828159e+02	5.970532209342345595e+02	7.279030504973233064e+02
8.452900840423263844e+02	9.523061692984474575e+02	4.845440490841865540e+02	6.246935024119447917e+02	7.277285852739587426e+02	7.600344907543354793e+02	8.621043357608847373e+02	7.966767269533112312e+02	1.028140955567359924e+03	7.849946925078104414e+02	6.605621749786660075e+02	6.394217270496994843e+02	8.615039825930720099e+02	7.123747960102566594e+02	8.777980407556718774e+02	6.902623004172814944e+02	8.345720942245520746e+02	7.573602056119882491e+02	8.610728858494177302e+02	9.154641484610735915e+02	7.806477546889002497e+02	7.868491946217818622e+02	8.088143292326946039e+02	8.681753031560607496e+02	2.451497677798842858e+02	4.930091011962172729e+02	9.530943102307678600e+02	7.968691965091513794e+02	6.455322522229628248e+02	8.965122678948616795e+02	7.454526074891259668e+02	9.078112647468224168e+02	7.949363772635979331e+02	7.789237823454944873e+02	8.655629818864806566e+02	7.963949256904638787e+02	8.438451840132474899e+02	9.415811144286949457e+02	9.194377784710377455e+02	5.985742667423779722e+02	4.890328988640394527e+02	9.406784322404259910e+02	5.551897444188238069e+02	8.319272736611219443e+02	5.547527185557958092e+02	7.940321239832736637e+02	5.990859404611401260e+02	7.253684735062221307e+02
8.436283994029497535e+02	9.635837699998049857e+02	4.655041137170046568e+02	6.278296903474256396e+02	7.088641954101622105e+02	7.585988556824412399e+02	8.584170110650618426e+02	7.959752485289617425e+02	1.040834245812147856e+03	7.804134736927827589e+02	6.673004216086119413e+02	6.415305715584532891e+02	8.591268940771400366e+02	7.124506512832047065e+02	8.771256632805537947e+02	6.986786039698323520e+02	8.347372850259440611e+02	7.569622372671640278e+02	8.607326827042743389e+02	9.214146909091621183e+02	7.787357175509438321e+02	7.950734495188468145e+02	8.074605807084493563e+02	8.634270411026858483e+02	2.449373417111821709e+02	4.930184378033115422e+02	9.484599120068880893e+02	7.960855422846999545e+02	6.495573492322935181e+02	8.904296048043707970e+02	7.436085541620789172e+02	9.054211452007293701e+02	7.891812725719665877e+02	7.714360471288846384e+02	8.634478000825121171e+02	7.926861874839552229e+02	8.491351802402641624e+02	9.386402752067392612e+02	9.290522706564515829e+02	5.940657830848531376e+02	4.869441507230516208e+02	9.376986215214387812e+02	5.577313763809989950e+02	8.294506641713892350e+02	5.492710917736129659e+02	7.933022275439280975e+02	5.992341469107195735e+02	7.217387669308270688e+02
8.411971755420833006e+02	9.631281357652117094e+02	4.463021363466978073e+02	6.183806160402018577e+02	7.205177161348983645e+02	7.577804878220812270e+02	8.565879723489015305e+02	7.935291214791166112e+02	1.043859029870480299e+03	7.819503182442731486e+02	6.386459940560162067e+02	6.390505244467962029e+02	8.576649344208425418e+02	7.138560865443321291e+02	8.742825039906642814e+02	6.968961419354578766e+02	8.332895644688769607e+02	7.556219770060369001e+02	8.601392091841678393e+02	9.196862428758292936e+02	7.782299700294577178e+02	7.898050069557073130e+02	8.056475925186090308e+02	8.665378162008710206e+02	2.446980653466474394e+02	4.942788106009850821e+02	9.509705207874272901e+02	7.949681898240544342e+02	6.545103013863468959e+02	8.908163654344709812e+02	7.430722617647279549e+02	9.103364192955195904e+02	7.945033940616995096e+02	7.743552261326641428e+02	8.626494844815559873e+02	7.958689215756368185e+02	8.477814543391577899e+02	9.378390482888660244e+02	9.195458064731210470e+02	5.922980484935561662e+02	4.861556131096115791e+02	9.371573460384084910e+02	5.563909152208601654e+02	8.297701337883511314e+02	5.491579006684888782e+02	7.933509982752231053e+02	5.968659428814426064e+02	7.205103170741207350e+02
8.425632889617278352e+02	9.487325332940465614e+02	4.558356075305491686e+02	6.324343839362263680e+02	7.256085357330739498e+02	7.602612297494659970e+02	8.564507302560157314e+02	7.931409386934074064e+02	1.036378090726211667e+03	7.802464460529015469e+02	6.470046607172116637e+02	6.445139831904559742e+02	8.614264822557986463e+02	7.146498471660742098e+02	8.725006875419595644e+02	6.947527082843660082e+02	8.309087096561464705e+02	7.579434937227696309e+02	8.585514102070907256e+02	9.188310211926698230e+02	7.785722008875918618e+02	7.878305874714770880e+02	8.081255803363146697e+02	8.643957296977556553e+02	2.448050572266877225e+02	4.947205358566227460e+02	9.495458785187502144e+02	7.946054445040501832e+02	6.577471892048672544e+02	8.885390074908503948e+02	7.432159649530887009e+02	9.228136535361409187e+02	7.911780482233772318e+02	7.713788419286568114e+02	8.618974444280821672e+02	7.924125463051244651e+02	8.379745372750330716e+02	9.328429840215776494e+02	9.164129944127053022e+02	5.946706114828469936e+02	4.874991875277483473e+02	9.383583311099993125e+02	5.558501707565376364e+02	8.299191979439623310e+02	5.545581092873369471e+02	7.904583848406516609e+02	5.937364513538777828e+02	7.203529519975938911e+02
8.455727613622597119e+02	9.665013972496193446e+02	4.430072822831571102e+02	6.350709423620719463e+02	6.917012465791776776e+02	7.616620827000795089e+02	8.582951323551287715e+02	7.927582402952456277e+02	1.029842396600171924e+03	7.841611574636863224e+02	6.179451281568035483e+02	6.375864002483481272e+02	8.594514048305765073e+02	7.121612990651963173e+02	8.724819655575347497e+02	7.016549730394262951e+02	8.347972333006426879e+02	7.580559135174609082e+02	8.599823133968901629e+02	9.027870624165982463e+02	7.805262841229294963e+02	7.899608165740967252e+02	8.093985491724794201e+02	8.641119686436722986e+02	2.461363103306494509e+02	4.934890373808888739e+02	9.494287919824399751e+02	7.959362806899322322e+02	6.530176705770740000e+02	8.904872394062767853e+02	7.428829031830193799e+02	9.158998614028096199e+02	7.896595578392547168e+02	7.713691501385354741e+02	8.608151538935956069e+02	7.993229904631845102e+02	8.377821123963221908e+02	9.339110878092698158e+02	9.119838463272899389e+02	5.948758727126598842e+02	4.870536101915936342e+02	9.376547836547072166e+02	5.541882851873353957e+02	8.317910131143114540e+02	5.491173901677076401e+02	7.911833570451821060e+02	5.971132118944078684e+02	7.208864602889937032e+02
8.462885355231395579e+02	9.700018529945443788e+02	4.609939446300268173e+02	6.386324905557557940e+02	7.385448889825493097e+02	7.601298541982057486e+02	8.571825133751887051e+02	7.927920847394520933e+02	1.027357752552255988e+03	7.831040615346246341e+02	6.140696235820651054e+02	6.460809638376962312e+02	8.614093056815396494e+02	7.132172739758206035e+02	8.756298412835797080e+02	6.986792626771621144e+02	8.333891149371645497e+02	7.582874102062711472e+02	8.599642378453605716e+02	9.077527495790272951e+02	7.783615072842507061e+02	7.836204038364382995e+02	8.077933922189628220e+02	8.663731485171398390e+02	2.458239277207453881e+02	4.919919988833887601e+02	9.482814849393154191e+02	7.937425432635052402e+02	6.504437058152403779e+02	8.904616538268359136e+02	7.436545781007393998e+02	9.080813347520306706e+02	7.861869802884156115e+02	7.718264371626714819e+02	8.611739766072354314e+02	7.936701946158793817e+02	8.535812077010050416e+02	9.338481099462319435e+02	9.057992432080209255e+02	5.957829146632872153e+02	4.870090820416182851e+02	9.385318571969007735e+02	5.550651302015594410e+02	8.301570690265489247e+02	5.481642019140315369e+02	7.907450793400171278e+02	5.948841381915844977e+02	7.205073334435870720e+02
8.471526830361609655e+02	9.689851701039700629e+02	4.874608051404356956e+02	6.338353720882441849e+02	7.190458346065133810e+02	7.615242923621891578e+02	8.585451527806841341e+02	7.980677047449991051e+02	1.016879036350175738e+03	7.842716694756022662e+02	6.345544334771111608e+02	6.379892067880310833e+02	8.584215419416412942e+02	7.130562436937376560e+02	8.779060687577551789e+02	6.961685996897200539e+02	8.350013602036824523e+02	7.592340623649477038e+02	8.614890913724049142e+02	9.067985022272914648e+02	7.791602856362976581e+02	7.951440832125166480e+02	8.093925766638013783e+02	8.610965620160762910e+02	2.455080952688245475e+02	4.935670499201654025e+02	9.480657508119995782e+02	7.952663890684171974e+02	6.489363199617804412e+02	8.919779346495230357e+02	7.420599267577597402e+02	9.199374079806730151e+02	7.746480215175017747e+02	7.736749688394579607e+02	8.611796708136904499e+02	7.952491741532166998e+02	8.375390493916347623e+02	9.345760101646853855e+02	9.264055846054106951e+02	5.927100156069986951e+02	4.859170830820433480e+02	9.374756664431635045e+02	5.556050767867259310e+02	8.319188005695485799e+02	5.591258668313076896e+02	7.903697347428968669e+02	5.964557463899254799e+02	7.192830761021996295e+02
8.503503446851033232e+02	9.757255947178289262e+02	4.758477949164807796e+02	6.547995562425348908e+02	7.416371905421838164e+02	7.631434907274158377e+02	8.609212380633226758e+02	7.978538316714023040e+02	1.018094351373612881e+03	7.838025968103266905e+02	6.424809881299734116e+02	6.529229288419827526e+02	8.605284842475102778e+02	7.134273310693382655e+02	8.751386581864578602e+02	6.970446804383224162e+02	8.345972240568752341e+02	7.620271667431112519e+02	8.636101829156719987e+02	9.001835875663906563e+02	7.817466934271508308e+02	7.937442896009064270e+02	8.114419112997483126e+02	8.602997617264045402e+02	2.471248502814704295e+02	4.945409272001500653e+02	9.526534462375893781e+02	7.980995055662918958e+02	6.546484981841339277e+02	8.937977559209635956e+02	7.452574111496628575e+02	9.056642082054167986e+02	7.911728210619861557e+02	7.722511030395701255e+02	8.626520954506295311e+02	7.993657701472051258e+02	8.549349336021114141e+02	9.386690518967528760e+02	9.074736772403120995e+02	5.942501369635941728e+02	4.852529303607547604e+02	9.348056672708640917e+02	5.576867918608911623e+02	8.327840504411097982e+02	5.583986636261072363e+02	7.911641802715714675e+02	6.028783210301771760e+02	7.194398324495083443e+02
8.510382363037624600e+02	9.767440199955336766e+02	4.639377076867967844e+02	6.464510172065347433e+02	7.231779056861996651e+02	7.646701725050093046e+02	8.629240574952484621e+02	7.973806589194582557e+02	1.029410284591838717e+03	7.820922415294628536e+02	6.226713532479479909e+02	6.526718211988422809e+02	8.646295094693743977e+02	7.138948176063395294e+02	8.737178317247945643e+02	7.014863439630036055e+02	8.331532578362034656e+02	7.612769652730363532e+02	8.609163303078159970e+02	9.035288546975701820e+02	7.781306681159903746e+02	7.860531113448911356e+02	8.141282129807415231e+02	8.651045696871200334e+02	2.472224352024655332e+02	4.960331936540242168e+02	9.529720736648464481e+02	7.980289472225065310e+02	6.524856985375466820e+02	8.951223326327044560e+02	7.460028751247377841e+02	9.032200746582821012e+02	7.888659005013685146e+02	7.750607766342355944e+02	8.633629604543459664e+02	7.916293432900205289e+02	8.320667559111025184e+02	9.363252328138033818e+02	9.046649491861462593e+02	5.977817938652824523e+02	4.878313927203739127e+02	9.386013797416156876e+02	5.603612102571401010e+02	8.332925905968393181e+02	5.530560434642521841e+02	7.955417279245586997e+02	6.035218402966856956e+02	7.232070603862856615e+02
8.500072804891898386e+02	9.780046370843605246e+02	4.507312844321131706e+02	6.246833747867494822e+02	7.377481824671849608e+02	7.649747916690785132e+02	8.638245149459578442e+02	7.931517631425139143e+02	1.025764339521527290e+03	7.827899135677052982e+02	6.173779811458662152e+02	6.393389821970399680e+02	8.637615514148255897e+02	7.174986036657013528e+02	8.729832628301504656e+02	7.075408523846417665e+02	8.323401412375631025e+02	7.599799288328363218e+02	8.609455063745203915e+02	9.109755849745124578e+02	7.829530995528530184e+02	7.867586172969581639e+02	8.105527917755281351e+02	8.686194182757366207e+02	2.478611260896418571e+02	4.951109443532682235e+02	9.537979943362793165e+02	7.977411643580391001e+02	6.558827839786686127e+02	8.936257639702782853e+02	7.432020781657030284e+02	8.957931495150551200e+02	7.917251577823152502e+02	7.759881154792525422e+02	8.635632426970291817e+02	7.975124798359826173e+02	8.344771307075861841e+02	9.382925696929112291e+02	9.017211861293762922e+02	5.970374761154158705e+02	4.887579141573230004e+02	9.382999908145687868e+02	5.590985544037837371e+02	8.346467112269402833e+02	5.415200826241360801e+02	7.926097760958028857e+02	6.017804421852342784e+02	7.224784415200122112e+02
