	kurtosis	SD	tSNR	MSSD	Lag1	sample_entropy
0	3.3700524670478296	25.966409073460376	151.33138585026745	116.95790717144963	0.9130495278836771	0.445878809220356
1	5.081583607880914	14.257124383718743	229.49952228941427	104.77603995037956	0.7413337992720551	0.9240004928803189
2	2.904680530697678	21.296418097869587	160.8467294204552	82.77415763682679	0.9089062606110103	0.5557044400545106
3	3.2820057157438103	23.842577882860613	160.75372444246784	120.1015824551157	0.8946129033123266	0.5656778793601032
4	4.020871838581753	24.213254831115837	160.2783027933854	224.47248142787896	0.8085413803044373	0.7871350683485242
5	3.7130864664400978	21.909521473572802	175.33885937330783	189.65001693133823	0.8026545583598681	0.7952620429175657
6	6.063621013380831	23.532580726275164	177.5889890711551	117.05062627897954	0.8944057191118646	0.5131199545003857
7	2.8468843490474702	11.043184222155801	250.6497683529363	51.97024406613612	0.7846237710321773	0.8156097109416984
8	3.6809364385686076	34.844099764760664	94.21263632735666	310.04160301356734	0.8725175842089554	0.6299316255552005
9	3.771589879257148	48.65499281415127	89.92413150170991	332.20144549830167	0.9299934418807533	0.42919597062878445
10	2.8985746188449113	14.67132088593274	197.08608702762126	236.03619839316588	0.452920487782712	1.150592915545432
11	4.78437468887493	12.908413968784886	222.58314746612447	64.36446958549593	0.8071613313571432	0.6016086218056594
12	3.1005538132595776	23.202261288100996	225.24579485301447	220.96581752436748	0.7952629940409348	0.8167674525891837
13	3.3204424308183658	19.445727759651017	93.46445548333776	513.1886150746562	0.322073814792564	1.1702256123472443
14	3.561121223050161	10.183605444663023	170.37403950084465	136.95573578153343	0.3384490486963389	1.1752226950486167
15	2.9677689745520266	25.32012652099075	137.2040424247745	151.43473581712666	0.882135954050615	0.6284335346455233
16	4.865933170400357	28.738714164131984	165.83483625224636	162.7607444842699	0.9015699155090006	0.4849501705032892
17	3.0088287921505694	24.260458126258065	227.55643309693946	211.16073163286268	0.8208104612571824	0.7918689954937226
18	3.10072804539632	25.90924705247467	248.87749098426116	218.2490837942619	0.8374736249975603	0.7786096528619769
19	3.163538071979641	29.99770008225261	238.36255089238574	303.0548992382749	0.8318909646566783	0.729345203833119
20	2.5304556146916806	49.23662988413057	138.25166808758675	586.2456946862669	0.8794023933620042	0.6375294652043098
21	3.256272142948834	46.825049053173636	142.55657875223548	476.7996979778902	0.8915496976021778	0.5517504020981366
22	2.656316471169774	50.78656143818166	120.36036182044974	528.9800928306095	0.8976320230934616	0.5777029995003811
23	3.5840776558055465	42.5049996364611	98.72423997974605	652.294045196796	0.819955821369676	0.732126045334584
24	6.300269102157078	18.122098756610203	126.96393135306703	136.54918838474416	0.7914686175993946	0.6945942890079365
25	4.710403235834504	24.274803395907057	140.1719023315186	141.5915953803855	0.8800424451386136	0.6137869503058354
26	2.747380054895145	11.046830412612339	152.0526617578262	94.54428339924692	0.6114877790302513	1.050763424656838
27	4.377507183715273	21.595662931758543	155.7539050272318	117.09985759117187	0.8742810038576491	0.6085630983297401
28	3.174389048600224	16.069917138596526	192.24800064138827	144.16106112630507	0.7199131102701031	0.940850780004864
29	3.2397286003138577	25.296293165171885	124.61839350488265	104.77760014109208	0.918181738665508	0.4664588524481915
30	2.742642794634039	31.453471309894397	139.01029697959865	254.49812318639488	0.871626380118108	0.644218310516097
31	2.1659534854024347	44.056764579902186	120.08011371464364	465.12388661032145	0.8804777102591342	0.5688362200245382
32	3.510790291310686	11.930142566060555	187.65297060651625	56.20924620660696	0.801399746080546	0.7374754716833944
33	7.050197514624934	8.630941082625906	221.59082244264164	78.94461689861048	0.4411049609585298	1.056371016044974
34	3.0914803168820173	18.84319471166605	135.45996151130453	280.87349697926726	0.6047483915625342	1.0861954816331238
35	3.353354075083622	46.36452901987922	72.76670428151004	412.7391028762258	0.904229473781484	0.5093388849196839
36	3.053705185771315	12.420432639786737	154.1128043225597	234.00896084778947	0.24124754331965	1.2401876003511458
37	2.8165065352847884	10.01081961628626	208.8476761542159	68.96577426113888	0.6559393711143391	1.0381677918589165
38	2.780532592833043	26.561980032544014	132.52425960599194	258.29454201669205	0.8173418737698266	0.7620100574089925
39	2.626674443495929	51.47617711493845	95.86994076749644	526.1587709856931	0.9009026581124694	0.5564896581802042
40	3.1197737778665164	16.321166226544157	199.16681836413463	252.40243541278394	0.5243103969141686	1.11915026514185
41	4.2586265819781675	22.775185452876386	156.91041600161293	186.95789478986143	0.8200554974139415	0.7268905500793476
42	4.086371897991791	31.172394826196996	127.61802353912509	341.25014751341143	0.8247573306659854	0.7505359596543612
43	2.826926306993467	16.28847779670168	196.59596783857594	270.2720607833636	0.48849111398585165	1.1374910630251032
44	5.788219675241313	23.187127385044683	147.36286710037788	312.2261671663108	0.7094602607184755	0.9026288466883007
45	2.879619386044584	24.401004663539638	165.36919522743932	596.1658147481556	0.5005484351022268	1.1457859386541804
46	2.929706806792698	84.13227432166575	54.65722513299848	2564.0058195683323	0.8193319836298721	0.8189537169324491
47	3.4377392635843185	55.28264868886223	123.90128257349825	781.0881724429555	0.8724810569150391	0.6066764042862622
